h1,h3,lambda_0,lambda_1,lambda_2,lambda_3,lambda_4,lambda_5,lambda_6,lambda_7,lambda_8,lambda_9,lambda_10
-1.000000e+01, -1.000000e+01, 6.400000e+02, 3.841663e-04, 1.361616e+02, 1.263146e-03, 1.326417e+02, 1.582790e-05, 2.898931e+02, 1.921681e-06, 1.113105e+03, 2.799374e-06, 7.315248e+04
-1.000000e+01, -9.478317e+00, 6.400000e+02, 4.146775e-04, 1.358607e+02, 1.366252e-03, 1.323087e+02, 1.700200e-05, 2.911465e+02, 2.115514e-06, 8.051999e+03, 3.773341e-05, 1.290417e+03
-1.000000e+01, -8.981476e+00, 6.400000e+02, 4.500063e-04, 1.354992e+02, 1.486128e-03, 1.319389e+02, 1.834529e-05, 2.926891e+02, 2.260467e-06, 9.968844e+03, 3.366246e-05, 1.270732e+03
-1.000000e+01, -8.508294e+00, 6.400000e+02, 4.916209e-04, 1.350583e+02, 1.628229e-03, 1.314862e+02, 1.990548e-05, 2.945613e+02, 2.433166e-06, 1.271941e+04, 2.910536e-05, 1.256879e+03
-1.000000e+01, -8.057644e+00, 6.400000e+02, 5.415228e-04, 1.345101e+02, 1.799960e-03, 1.309213e+02, 2.174398e-05, 2.969038e+02, 2.645855e-06, 1.672401e+04, 2.434495e-05, 1.250413e+03
-1.000000e+01, -7.628454e+00, 6.400000e+02, 6.026838e-04, 1.338126e+02, 2.012506e-03, 1.301992e+02, 2.394757e-05, 2.999414e+02, 2.922379e-06, 2.272882e+04, 1.957100e-05, 1.252725e+03
-1.000000e+01, -7.219702e+00, 6.400000e+02, 6.795521e-04, 1.329015e+02, 2.282792e-03, 1.292782e+02, 2.663678e-05, 3.039906e+02, 2.886883e-06, 1.127711e+04, 4.514239e-05, 1.366635e+03
-1.000000e+01, -6.830414e+00, 6.400000e+02, 7.797903e-04, 1.316720e+02, 2.641344e-03, 1.279954e+02, 3.000164e-05, 3.098431e+02, 3.191437e-06, 1.868817e+04, 3.151597e-05, 1.353911e+03
-1.000000e+01, -6.459663e+00, 6.400000e+02, 9.157426e-04, 1.299703e+02, 3.138037e-03, 1.262292e+02, 3.428234e-05, 3.188002e+02, 3.248997e-06, 1.110980e+04, 6.131547e-05, 1.511116e+03
-1.000000e+01, -6.106567e+00, 6.400000e+02, 1.110703e-03, 1.277424e+02, 3.865658e-03, 1.239076e+02, 3.960287e-05, 3.346175e+02, 3.407320e-06, 5.182055e+03, 1.342204e-04, 1.980971e+03
-1.000000e+01, -5.770286e+00, 6.400000e+02, 1.422692e-03, 1.272017e+02, 4.967798e-03, 1.235384e+02, 4.425260e-05, 3.711873e+02, 4.400813e-06, 6.899356e+03, 1.413062e-04, 1.756551e+03
-1.000000e+01, -5.450017e+00, 6.400000e+02, 1.403055e-03, 1.534345e+02, 4.166408e-03, 1.498940e+02, 6.069304e-05, 2.364816e+02, 7.753995e-06, 3.179839e+03, 2.892039e-04, 1.138251e+03
-1.000000e+01, -5.145000e+00, 6.400000e+02, 1.166513e-03, 1.526429e+02, 3.480620e-03, 1.489058e+02, 5.441631e-05, 2.393999e+02, 7.058841e-06, 1.229454e+03, 2.371769e-04, 3.164802e+03
-1.000000e+01, -4.854507e+00, 6.400000e+02, 9.953486e-04, 1.496994e+02, 3.018712e-03, 1.460238e+02, 4.605121e-05, 2.484811e+02, 6.462514e-06, 5.388365e+03, 1.331327e-04, 1.119478e+03
-1.000000e+01, -4.577848e+00, 6.400000e+02, 8.730207e-04, 1.476074e+02, 2.678819e-03, 1.440201e+02, 3.992912e-05, 2.548142e+02, 5.506926e-06, 1.296177e+03, 1.562855e-04, 3.659683e+03
-1.000000e+01, -4.314362e+00, 6.400000e+02, 7.833972e-04, 1.461650e+02, 2.423601e-03, 1.426304e+02, 3.548024e-05, 2.592270e+02, 4.910921e-06, 1.232963e+03, 1.163793e-04, 4.710762e+03
-1.000000e+01, -4.063424e+00, 6.400000e+02, 7.154280e-04, 1.451378e+02, 2.226426e-03, 1.416391e+02, 3.215326e-05, 2.624261e+02, 4.520030e-06, 3.206978e+03, 1.356778e-04, 1.434090e+03
-1.000000e+01, -3.824435e+00, 6.400000e+02, 6.623464e-04, 1.443829e+02, 2.070388e-03, 1.408931e+02, 2.961466e-05, 2.646007e+02, 4.145346e-06, 2.626952e+03, 1.377953e-04, 1.615999e+03
-1.000000e+01, -3.596826e+00, 6.400000e+02, 6.197069e-04, 1.438025e+02, 1.943643e-03, 1.403349e+02, 2.757556e-05, 2.664738e+02, 3.960746e-06, 6.018523e+03, 7.384842e-05, 1.209867e+03
-1.000000e+01, -3.380056e+00, 6.400000e+02, 5.848381e-04, 1.433498e+02, 1.839249e-03, 1.398812e+02, 2.594232e-05, 2.677528e+02, 3.683910e-06, 4.532671e+03, 8.724394e-05, 1.303318e+03
-1.000000e+01, -3.173608e+00, 6.400000e+02, 5.557583e-04, 1.429856e+02, 1.751620e-03, 1.395157e+02, 2.458868e-05, 2.687891e+02, 3.466677e-06, 3.537425e+03, 9.814643e-05, 1.424956e+03
-1.000000e+01, -2.976991e+00, 6.400000e+02, 5.310756e-04, 1.426846e+02, 1.676736e-03, 1.392341e+02, 2.343390e-05, 2.698131e+02, 3.431614e-06, 8.359587e+03, 4.713626e-05, 1.159598e+03
-1.000000e+01, -2.789737e+00, 6.400000e+02, 5.099980e-04, 1.424364e+02, 1.612622e-03, 1.389812e+02, 2.246598e-05, 2.704847e+02, 3.243771e-06, 6.555189e+03, 5.628785e-05, 1.208221e+03
-1.000000e+01, -2.611400e+00, 6.400000e+02, 4.917428e-04, 1.422267e+02, 1.556887e-03, 1.387677e+02, 2.163068e-05, 2.710543e+02, 3.093889e-06, 5.271605e+03, 6.505249e-05, 1.266976e+03
-1.000000e+01, -2.441554e+00, 6.400000e+02, 4.757884e-04, 1.420474e+02, 1.508023e-03, 1.385851e+02, 2.090314e-05, 2.715398e+02, 2.970309e-06, 4.324725e+03, 7.315117e-05, 1.338843e+03
-1.000000e+01, -2.279797e+00, 6.400000e+02, 4.616600e-04, 1.418908e+02, 1.464514e-03, 1.384502e+02, 2.025170e-05, 2.721303e+02, 3.041569e-06, 1.108105e+04, 3.120532e-05, 1.126836e+03
-1.000000e+01, -2.125743e+00, 6.400000e+02, 4.492068e-04, 1.417564e+02, 1.426197e-03, 1.383103e+02, 1.968874e-05, 2.724629e+02, 2.910061e-06, 9.146610e+03, 3.658418e-05, 1.152067e+03
-1.000000e+01, -1.979024e+00, 6.400000e+02, 4.380938e-04, 1.416383e+02, 1.391931e-03, 1.381877e+02, 1.918724e-05, 2.727573e+02, 2.804015e-06, 7.690360e+03, 4.190822e-05, 1.180433e+03
-1.000000e+01, -1.839292e+00, 6.400000e+02, 4.281247e-04, 1.415340e+02, 1.361137e-03, 1.380795e+02, 1.873822e-05, 2.730162e+02, 2.714841e-06, 6.521331e+03, 4.739171e-05, 1.213847e+03
-1.000000e+01, -1.706214e+00, 6.400000e+02, 4.191393e-04, 1.414413e+02, 1.333336e-03, 1.379833e+02, 1.833422e-05, 2.732452e+02, 2.638738e-06, 5.580645e+03, 5.288658e-05, 1.253006e+03
-1.000000e+01, -1.579473e+00, 6.400000e+02, 4.110064e-04, 1.413584e+02, 1.308137e-03, 1.378974e+02, 1.796913e-05, 2.734484e+02, 2.572957e-06, 4.820381e+03, 5.823442e-05, 1.298691e+03
-1.000000e+01, -1.458767e+00, 6.400000e+02, 4.035425e-04, 1.412825e+02, 1.284857e-03, 1.378464e+02, 1.762779e-05, 2.738015e+02, 2.711020e-06, 1.325207e+04, 2.272163e-05, 1.108112e+03
-1.000000e+01, -1.343810e+00, 6.400000e+02, 3.968145e-04, 1.412155e+02, 1.263974e-03, 1.377742e+02, 1.732761e-05, 2.739396e+02, 2.621195e-06, 1.137964e+04, 2.609883e-05, 1.123270e+03
-1.000000e+01, -1.234326e+00, 6.400000e+02, 3.906598e-04, 1.411549e+02, 1.244847e-03, 1.377093e+02, 1.705305e-05, 2.740695e+02, 2.549814e-06, 9.978155e+03, 2.924729e-05, 1.138683e+03
-1.000000e+01, -1.130056e+00, 6.400000e+02, 3.850151e-04, 1.410997e+02, 1.227289e-03, 1.376504e+02, 1.680149e-05, 2.741869e+02, 2.488188e-06, 8.769924e+03, 3.260563e-05, 1.156433e+03
-1.000000e+01, -1.030751e+00, 6.400000e+02, 3.798249e-04, 1.410494e+02, 1.211130e-03, 1.375967e+02, 1.657038e-05, 2.742935e+02, 2.434588e-06, 7.733360e+03, 3.613328e-05, 1.176753e+03
-1.000000e+01, -9.361748e-01, 6.400000e+02, 3.750414e-04, 1.410035e+02, 1.196225e-03, 1.375477e+02, 1.635757e-05, 2.743904e+02, 2.387587e-06, 6.844228e+03, 3.979321e-05, 1.199951e+03
-1.000000e+01, -8.461023e-01, 6.400000e+02, 3.706233e-04, 1.409613e+02, 1.182448e-03, 1.375028e+02, 1.616116e-05, 2.744788e+02, 2.346074e-06, 6.081202e+03, 4.353965e-05, 1.226370e+03
-1.000000e+01, -7.603190e-01, 6.400000e+02, 3.665346e-04, 1.409226e+02, 1.169691e-03, 1.374615e+02, 1.597952e-05, 2.745594e+02, 2.309170e-06, 5.425755e+03, 4.731884e-05, 1.256383e+03
-1.000000e+01, -6.786206e-01, 6.400000e+02, 3.626685e-04, 1.408857e+02, 1.157492e-03, 1.374534e+02, 1.580248e-05, 2.748116e+02, 2.498475e-06, 1.560313e+04, 1.715565e-05, 1.090677e+03
-1.000000e+01, -6.008127e-01, 6.400000e+02, 3.591569e-04, 1.408530e+02, 1.146536e-03, 1.374152e+02, 1.564745e-05, 2.748543e+02, 2.427037e-06, 1.361218e+04, 1.965351e-05, 1.101572e+03
-1.000000e+01, -5.267098e-01, 6.400000e+02, 3.558876e-04, 1.408226e+02, 1.136325e-03, 1.373810e+02, 1.550283e-05, 2.749035e+02, 2.376230e-06, 1.229513e+04, 2.163601e-05, 1.110794e+03
-1.000000e+01, -4.561357e-01, 6.400000e+02, 3.528423e-04, 1.407944e+02, 1.126810e-03, 1.373494e+02, 1.536821e-05, 2.749488e+02, 2.331137e-06, 1.108978e+04, 2.380335e-05, 1.121388e+03
-1.000000e+01, -3.889222e-01, 6.400000e+02, 3.500020e-04, 1.407683e+02, 1.117930e-03, 1.373200e+02, 1.524270e-05, 2.749909e+02, 2.291312e-06, 1.000854e+04, 2.611944e-05, 1.133343e+03
-1.000000e+01, -3.249094e-01, 6.400000e+02, 3.473496e-04, 1.407440e+02, 1.109635e-03, 1.372928e+02, 1.512554e-05, 2.750300e+02, 2.255962e-06, 9.040476e+03, 2.858056e-05, 1.146817e+03
-1.000000e+01, -2.639448e-01, 6.400000e+02, 3.448697e-04, 1.407213e+02, 1.101876e-03, 1.372674e+02, 1.501603e-05, 2.750663e+02, 2.224450e-06, 8.175476e+03, 3.117785e-05, 1.161976e+03
-1.000000e+01, -2.058833e-01, 6.400000e+02, 3.425488e-04, 1.407003e+02, 1.094611e-03, 1.372438e+02, 1.491358e-05, 2.751002e+02, 2.196246e-06, 7.403690e+03, 3.389867e-05, 1.179002e+03
-1.000000e+01, -1.505866e-01, 6.400000e+02, 3.403744e-04, 1.406806e+02, 1.087803e-03, 1.372217e+02, 1.481763e-05, 2.751317e+02, 2.170907e-06, 6.715794e+03, 3.672615e-05, 1.198099e+03
-1.000000e+01, -9.792308e-02, 6.400000e+02, 3.383354e-04, 1.406622e+02, 1.081416e-03, 1.372011e+02, 1.472768e-05, 2.751611e+02, 2.148062e-06, 6.103099e+03, 3.963891e-05, 1.219489e+03
-1.000000e+01, -4.776735e-02, 6.400000e+02, 3.364217e-04, 1.406450e+02, 1.075421e-03, 1.371819e+02, 1.464328e-05, 2.751885e+02, 2.127399e-06, 5.557616e+03, 4.261100e-05, 1.243421e+03
-1.000000e+01, 4.776735e-02, 6.400000e+02, 3.327800e-04, 1.406118e+02, 1.063886e-03, 1.371768e+02, 1.447746e-05, 2.754221e+02, 2.297755e-06, 1.550770e+04, 1.583907e-05, 1.086269e+03
-1.000000e+01, 9.792308e-02, 6.400000e+02, 3.309343e-04, 1.405957e+02, 1.058082e-03, 1.371626e+02, 1.439687e-05, 2.754514e+02, 2.305508e-06, 1.634117e+04, 1.487274e-05, 1.081923e+03
-1.000000e+01, 1.505866e-01, 6.400000e+02, 3.290976e-04, 1.405796e+02, 1.052434e-03, 1.371150e+02, 1.431952e-05, 2.753223e+02, 2.079255e-06, 5.327442e+03, 4.314574e-05, 1.253589e+03
-1.000000e+01, 2.058833e-01, 6.400000e+02, 3.271207e-04, 1.405620e+02, 1.046216e-03, 1.370996e+02, 1.423176e-05, 2.753713e+02, 2.078227e-06, 6.013111e+03, 3.881698e-05, 1.220284e+03
-1.000000e+01, 2.639448e-01, 6.400000e+02, 3.250794e-04, 1.405440e+02, 1.039798e-03, 1.370825e+02, 1.414143e-05, 2.754141e+02, 2.071483e-06, 6.364164e+03, 3.675760e-05, 1.206210e+03
-1.000000e+01, 3.249094e-01, 6.400000e+02, 3.229701e-04, 1.405254e+02, 1.033165e-03, 1.370650e+02, 1.404812e-05, 2.754580e+02, 2.064878e-06, 6.748592e+03, 3.470851e-05, 1.192738e+03
-1.000000e+01, 3.889222e-01, 6.400000e+02, 3.207919e-04, 1.405063e+02, 1.026313e-03, 1.370470e+02, 1.395181e-05, 2.755028e+02, 2.058185e-06, 7.152311e+03, 3.275036e-05, 1.180343e+03
-1.000000e+01, 4.561357e-01, 6.400000e+02, 3.185440e-04, 1.404867e+02, 1.019239e-03, 1.370284e+02, 1.385247e-05, 2.755482e+02, 2.051415e-06, 7.575956e+03, 3.088261e-05, 1.168910e+03
-1.000000e+01, 5.267098e-01, 6.400000e+02, 3.162259e-04, 1.404665e+02, 1.011943e-03, 1.370094e+02, 1.375007e-05, 2.755944e+02, 2.044567e-06, 8.019412e+03, 2.910652e-05, 1.158352e+03
-1.000000e+01, 6.008127e-01, 6.400000e+02, 3.138369e-04, 1.404458e+02, 1.004421e-03, 1.369898e+02, 1.364460e-05, 2.756411e+02, 2.037642e-06, 8.482565e+03, 2.742175e-05, 1.148588e+03
-1.000000e+01, 6.786206e-01, 6.400000e+02, 3.113766e-04, 1.404246e+02, 9.966718e-04, 1.369697e+02, 1.353605e-05, 2.756884e+02, 2.030639e-06, 8.965029e+03, 2.582754e-05, 1.139545e+03
-1.000000e+01, 7.603190e-01, 6.400000e+02, 3.088449e-04, 1.404029e+02, 9.886952e-04, 1.369492e+02, 1.342440e-05, 2.757360e+02, 2.023556e-06, 9.466330e+03, 2.432216e-05, 1.131157e+03
-1.000000e+01, 8.461023e-01, 6.400000e+02, 3.062415e-04, 1.403806e+02, 9.804901e-04, 1.369281e+02, 1.330966e-05, 2.757840e+02, 2.016389e-06, 9.985873e+03, 2.290322e-05, 1.123362e+03
-1.000000e+01, 9.361748e-01, 6.400000e+02, 3.035664e-04, 1.403579e+02, 9.720564e-04, 1.369065e+02, 1.319183e-05, 2.758322e+02, 2.009134e-06, 1.052285e+04, 2.156801e-05, 1.116104e+03
-1.000000e+01, 1.030751e+00, 6.400000e+02, 3.008199e-04, 1.403347e+02, 9.633945e-04, 1.368845e+02, 1.307092e-05, 2.758806e+02, 2.001786e-06, 1.107632e+04, 2.031338e-05, 1.109331e+03
-1.000000e+01, 1.130056e+00, 6.400000e+02, 2.980024e-04, 1.403110e+02, 9.545052e-04, 1.368620e+02, 1.294696e-05, 2.759289e+02, 1.994337e-06, 1.164519e+04, 1.913595e-05, 1.102996e+03
-1.000000e+01, 1.234326e+00, 6.400000e+02, 2.951142e-04, 1.402868e+02, 9.453901e-04, 1.368391e+02, 1.281997e-05, 2.759771e+02, 1.986778e-06, 1.222818e+04, 1.803220e-05, 1.097057e+03
-1.000000e+01, 1.343810e+00, 6.400000e+02, 2.921562e-04, 1.402622e+02, 9.360510e-04, 1.368157e+02, 1.268998e-05, 2.760249e+02, 1.979099e-06, 1.282388e+04, 1.699850e-05, 1.091472e+03
-1.000000e+01, 1.458767e+00, 6.400000e+02, 2.891293e-04, 1.402371e+02, 9.264905e-04, 1.367919e+02, 1.255705e-05, 2.760724e+02, 1.971288e-06, 1.343074e+04, 1.603115e-05, 1.086206e+03
-1.000000e+01, 1.579473e+00, 6.400000e+02, 2.860344e-04, 1.402117e+02, 9.167120e-04, 1.367677e+02, 1.242123e-05, 2.761192e+02, 1.963330e-06, 1.404707e+04, 1.512649e-05, 1.081225e+03
-1.000000e+01, 1.706214e+00, 6.400000e+02, 2.828729e-04, 1.401858e+02, 9.067190e-04, 1.367430e+02, 1.228257e-05, 2.761652e+02, 1.955211e-06, 1.467109e+04, 1.428091e-05, 1.076498e+03
-1.000000e+01, 1.839292e+00, 6.400000e+02, 2.796462e-04, 1.401596e+02, 8.965160e-04, 1.367181e+02, 1.214114e-05, 2.762103e+02, 1.946914e-06, 1.530088e+04, 1.349088e-05, 1.071996e+03
-1.000000e+01, 1.979024e+00, 6.400000e+02, 2.764155e-04, 1.401339e+02, 8.864003e-04, 1.366609e+02, 1.200305e-05, 2.760849e+02, 1.755410e-06, 4.752074e+03, 3.974684e-05, 1.268178e+03
-1.000000e+01, 2.125743e+00, 6.400000e+02, 2.730635e-04, 1.401070e+02, 8.757932e-04, 1.366348e+02, 1.185627e-05, 2.761243e+02, 1.740055e-06, 5.089528e+03, 3.722575e-05, 1.244275e+03
-1.000000e+01, 2.279797e+00, 6.400000e+02, 2.696529e-04, 1.400798e+02, 8.649974e-04, 1.366078e+02, 1.170710e-05, 2.761592e+02, 1.722491e-06, 5.289126e+03, 3.565470e-05, 1.230978e+03
-1.000000e+01, 2.441554e+00, 6.400000e+02, 2.661847e-04, 1.400524e+02, 8.540149e-04, 1.365806e+02, 1.155552e-05, 2.761922e+02, 1.704646e-06, 5.494623e+03, 3.412942e-05, 1.218363e+03
-1.000000e+01, 2.611400e+00, 6.400000e+02, 2.626613e-04, 1.400247e+02, 8.428531e-04, 1.365531e+02, 1.140162e-05, 2.762232e+02, 1.686492e-06, 5.703002e+03, 3.266547e-05, 1.206502e+03
-1.000000e+01, 2.789737e+00, 6.400000e+02, 2.590854e-04, 1.399968e+02, 8.315199e-04, 1.365254e+02, 1.124553e-05, 2.762518e+02, 1.668038e-06, 5.913772e+03, 3.126298e-05, 1.195324e+03
-1.000000e+01, 2.976991e+00, 6.400000e+02, 2.554596e-04, 1.399688e+02, 8.200239e-04, 1.364975e+02, 1.108736e-05, 2.762778e+02, 1.649290e-06, 6.126381e+03, 2.992172e-05, 1.184766e+03
-1.000000e+01, 3.173608e+00, 6.400000e+02, 2.517869e-04, 1.399406e+02, 8.083739e-04, 1.364694e+02, 1.092726e-05, 2.763011e+02, 1.630258e-06, 6.340247e+03, 2.864102e-05, 1.174768e+03
-1.000000e+01, 3.380056e+00, 6.400000e+02, 2.480703e-04, 1.399122e+02, 7.965795e-04, 1.364412e+02, 1.076534e-05, 2.763213e+02, 1.610950e-06, 6.554769e+03, 2.741982e-05, 1.165276e+03
-1.000000e+01, 3.596826e+00, 6.400000e+02, 2.443128e-04, 1.398838e+02, 7.846506e-04, 1.364128e+02, 1.060176e-05, 2.763383e+02, 1.591377e-06, 6.769328e+03, 2.625678e-05, 1.156240e+03
-1.000000e+01, 3.824435e+00, 6.400000e+02, 2.405180e-04, 1.398554e+02, 7.725975e-04, 1.363843e+02, 1.043665e-05, 2.763517e+02, 1.571549e-06, 6.983301e+03, 2.515027e-05, 1.147613e+03
-1.000000e+01, 4.063424e+00, 6.400000e+02, 2.366890e-04, 1.398269e+02, 7.604311e-04, 1.363558e+02, 1.027018e-05, 2.763613e+02, 1.551478e-06, 7.196064e+03, 2.409846e-05, 1.139353e+03
-1.000000e+01, 4.314362e+00, 6.400000e+02, 2.328296e-04, 1.397984e+02, 7.481623e-04, 1.363273e+02, 1.010249e-05, 2.763668e+02, 1.531176e-06, 7.406981e+03, 2.309944e-05, 1.131421e+03
-1.000000e+01, 4.577848e+00, 6.400000e+02, 2.289432e-04, 1.397700e+02, 7.358026e-04, 1.362988e+02, 9.933734e-06, 2.763679e+02, 1.510658e-06, 7.615431e+03, 2.215113e-05, 1.123780e+03
-1.000000e+01, 4.854507e+00, 6.400000e+02, 2.250336e-04, 1.397416e+02, 7.233636e-04, 1.362703e+02, 9.764082e-06, 2.763645e+02, 1.489936e-06, 7.820798e+03, 2.125144e-05, 1.116396e+03
-1.000000e+01, 5.145000e+00, 6.400000e+02, 2.211044e-04, 1.397133e+02, 7.108571e-04, 1.362418e+02, 9.593693e-06, 2.763562e+02, 1.469025e-06, 8.022480e+03, 2.039823e-05, 1.109237e+03
-1.000000e+01, 5.450017e+00, 6.400000e+02, 2.171595e-04, 1.396852e+02, 6.982951e-04, 1.362135e+02, 9.422729e-06, 2.763428e+02, 1.447942e-06, 8.219908e+03, 1.958934e-05, 1.102275e+03
-1.000000e+01, 5.770286e+00, 6.400000e+02, 2.132026e-04, 1.396572e+02, 6.856896e-04, 1.361852e+02, 9.251355e-06, 2.763239e+02, 1.426702e-06, 8.412517e+03, 1.882264e-05, 1.095483e+03
-1.000000e+01, 6.106567e+00, 6.400000e+02, 2.092375e-04, 1.396294e+02, 6.730529e-04, 1.361572e+02, 9.079735e-06, 2.762993e+02, 1.405323e-06, 8.599776e+03, 1.809603e-05, 1.088835e+03
-1.000000e+01, 6.459663e+00, 6.400000e+02, 2.052681e-04, 1.396019e+02, 6.603971e-04, 1.361292e+02, 8.908033e-06, 2.762688e+02, 1.383821e-06, 8.781196e+03, 1.740745e-05, 1.082308e+03
-1.000000e+01, 6.830414e+00, 6.400000e+02, 2.012981e-04, 1.395746e+02, 6.477342e-04, 1.361015e+02, 8.736410e-06, 2.762320e+02, 1.362216e-06, 8.956303e+03, 1.675492e-05, 1.075880e+03
-1.000000e+01, 7.219702e+00, 6.400000e+02, 1.973313e-04, 1.395475e+02, 6.350762e-04, 1.360740e+02, 8.565027e-06, 2.761887e+02, 1.340526e-06, 9.124671e+03, 1.613649e-05, 1.069532e+03
-1.000000e+01, 7.628454e+00, 6.400000e+02, 1.933713e-04, 1.395207e+02, 6.224351e-04, 1.360467e+02, 8.394041e-06, 2.761386e+02, 1.318769e-06, 9.285904e+03, 1.555031e-05, 1.063244e+03
-1.000000e+01, 8.057644e+00, 6.400000e+02, 1.894218e-04, 1.394943e+02, 6.098225e-04, 1.360197e+02, 8.223606e-06, 2.760814e+02, 1.296966e-06, 9.439645e+03, 1.499459e-05, 1.056999e+03
-1.000000e+01, 8.508294e+00, 6.400000e+02, 1.854864e-04, 1.394682e+02, 5.972498e-04, 1.359930e+02, 8.053875e-06, 2.760169e+02, 1.275135e-06, 9.585583e+03, 1.446763e-05, 1.050781e+03
-1.000000e+01, 8.981476e+00, 6.400000e+02, 1.815685e-04, 1.394424e+02, 5.847282e-04, 1.359666e+02, 7.884992e-06, 2.759448e+02, 1.253296e-06, 9.723442e+03, 1.396779e-05, 1.044573e+03
-1.000000e+01, 9.478317e+00, 6.400000e+02, 1.776714e-04, 1.394170e+02, 5.722686e-04, 1.359405e+02, 7.717101e-06, 2.758648e+02, 1.231470e-06, 9.852980e+03, 1.349354e-05, 1.038363e+03
-1.000000e+01, 1.000000e+01, 6.400000e+02, 1.737984e-04, 1.393919e+02, 5.598816e-04, 1.359147e+02, 7.550338e-06, 2.757766e+02, 1.209676e-06, 9.974007e+03, 1.304341e-05, 1.032137e+03
-9.478317e+00, -1.000000e+01, 6.400000e+02, 3.697153e-04, 1.364167e+02, 1.213679e-03, 1.328930e+02, 1.529327e-05, 2.887585e+02, 1.882733e-06, 1.448195e+03, 5.541737e-05, 4.390238e+03
-9.478317e+00, -9.478317e+00, 6.400000e+02, 3.972712e-04, 1.361611e+02, 1.306368e-03, 1.326155e+02, 1.635891e-05, 2.899411e+02, 2.052824e-06, 7.043974e+03, 4.067877e-05, 1.306660e+03
-9.478317e+00, -8.981476e+00, 6.400000e+02, 4.288229e-04, 1.358589e+02, 1.412874e-03, 1.323071e+02, 1.757180e-05, 2.912385e+02, 2.184011e-06, 8.568188e+03, 3.689680e-05, 1.282448e+03
-9.478317e+00, -8.508294e+00, 6.400000e+02, 4.654638e-04, 1.354959e+02, 1.537210e-03, 1.319356e+02, 1.896395e-05, 2.927778e+02, 2.337044e-06, 1.068804e+04, 3.260456e-05, 1.263737e+03
-9.478317e+00, -8.057644e+00, 6.400000e+02, 5.086552e-04, 1.350530e+02, 1.684707e-03, 1.314806e+02, 2.058183e-05, 2.946524e+02, 2.520219e-06, 1.368871e+04, 2.800503e-05, 1.251482e+03
-9.478317e+00, -7.628454e+00, 6.400000e+02, 5.604953e-04, 1.345016e+02, 1.863131e-03, 1.309122e+02, 2.248967e-05, 2.970046e+02, 2.748015e-06, 1.804379e+04, 2.328227e-05, 1.246546e+03
-9.478317e+00, -7.219702e+00, 6.400000e+02, 6.239892e-04, 1.338000e+02, 2.083640e-03, 1.302097e+02, 2.477387e-05, 3.000248e+02, 2.748003e-06, 8.237511e+03, 5.524287e-05, 1.391349e+03
-9.478317e+00, -6.830414e+00, 6.400000e+02, 7.041664e-04, 1.328809e+02, 2.365809e-03, 1.292568e+02, 2.757404e-05, 3.041533e+02, 2.993292e-06, 1.247786e+04, 4.249832e-05, 1.353772e+03
-9.478317e+00, -6.459663e+00, 6.400000e+02, 8.087788e-04, 1.316398e+02, 2.740141e-03, 1.279616e+02, 3.107547e-05, 3.101002e+02, 3.323410e-06, 2.058046e+04, 2.957601e-05, 1.347875e+03
-9.478317e+00, -6.106567e+00, 6.400000e+02, 9.510269e-04, 1.299242e+02, 3.259984e-03, 1.261818e+02, 3.552996e-05, 3.192578e+02, 3.371771e-06, 1.245520e+04, 5.729187e-05, 1.493341e+03
-9.478317e+00, -5.770286e+00, 6.400000e+02, 1.155829e-03, 1.277317e+02, 4.022871e-03, 1.239080e+02, 4.101665e-05, 3.356788e+02, 3.516434e-06, 3.199583e+03, 1.735366e-04, 2.599944e+03
-9.478317e+00, -5.450017e+00, 6.400000e+02, 1.484212e-03, 1.281864e+02, 5.145694e-03, 1.246392e+02, 4.560478e-05, 3.701795e+02, 4.801386e-06, 6.004522e+03, 1.665907e-04, 1.679772e+03
-9.478317e+00, -5.145000e+00, 6.400000e+02, 1.418505e-03, 1.530902e+02, 4.220319e-03, 1.495422e+02, 6.167401e-05, 2.372423e+02, 7.848804e-06, 3.806467e+03, 2.573772e-04, 1.078933e+03
-9.478317e+00, -4.854507e+00, 6.400000e+02, 1.182615e-03, 1.520809e+02, 3.539346e-03, 1.483769e+02, 5.489978e-05, 2.407791e+02, 7.080429e-06, 1.218068e+03, 2.335397e-04, 3.302029e+03
-9.478317e+00, -4.577848e+00, 6.400000e+02, 1.011580e-03, 1.493019e+02, 3.074609e-03, 1.456545e+02, 4.659845e-05, 2.494017e+02, 6.393572e-06, 3.737230e+03, 1.790652e-04, 1.239764e+03
-9.478317e+00, -4.314362e+00, 6.400000e+02, 8.891394e-04, 1.473214e+02, 2.732645e-03, 1.437514e+02, 4.052122e-05, 2.554608e+02, 5.526331e-06, 1.065763e+03, 7.170492e-05, 9.699177e+03
-9.478317e+00, -4.063424e+00, 6.400000e+02, 7.991879e-04, 1.459490e+02, 2.475489e-03, 1.424260e+02, 3.608936e-05, 2.597113e+02, 4.958621e-06, 1.452449e+03, 1.588060e-04, 3.011553e+03
-9.478317e+00, -3.824435e+00, 6.400000e+02, 7.307967e-04, 1.449672e+02, 2.276483e-03, 1.414770e+02, 3.276293e-05, 2.628095e+02, 4.583359e-06, 3.683932e+03, 1.271139e-04, 1.360002e+03
-9.478317e+00, -3.596826e+00, 6.400000e+02, 6.772729e-04, 1.442429e+02, 2.118764e-03, 1.407594e+02, 3.021706e-05, 2.649174e+02, 4.204883e-06, 2.882989e+03, 1.350326e-04, 1.537405e+03
