h1,h3,lambda_0,lambda_1,lambda_2,lambda_3,lambda_4,lambda_5,lambda_6,lambda_7,lambda_8,lambda_9,lambda_10
9.533976e-01, -6.199730e-01, 6.400000e+02, 8.600051e-04, 1.389941e+02, 2.777613e-03, 1.355098e+02, 3.605840e-05, 2.802708e+02, 4.592969e-06, 1.400804e+04, 4.642735e-05, 1.174540e+03
9.533976e-01, -3.024259e-01, 6.400000e+02, 1.022032e-03, 1.390776e+02, 3.299075e-03, 1.356085e+02, 4.267686e-05, 2.796998e+02, 5.271684e-06, 1.385337e+04, 5.598323e-05, 1.169413e+03
9.533976e-01, 0.000000e+00, 6.400000e+02, 1.274767e-03, 1.391949e+02, 4.111824e-03, 1.357372e+02, 5.287517e-05, 2.788319e+02, 6.622321e-06, 2.141074e+04, 4.430128e-05, 1.119642e+03
9.533976e-01, 3.024259e-01, 6.400000e+02, 1.758085e-03, 1.391296e+02, 5.672314e-03, 1.357228e+02, 7.146168e-05, 2.789499e+02, 8.433814e-06, 2.242228e+04, 5.880257e-05, 1.081188e+03
9.533976e-01, 6.199730e-01, 6.400000e+02, 2.139810e-03, 1.343148e+02, 7.119153e-03, 1.308521e+02, 8.044033e-05, 3.020969e+02, 9.097767e-06, 3.037880e+04, 5.149011e-05, 1.180828e+03
9.533976e-01, 9.533976e-01, 6.400000e+02, 1.409993e-03, 1.359874e+02, 4.639468e-03, 1.325905e+02, 5.613813e-05, 2.916284e+02, 6.798021e-06, 2.949728e+04, 3.440890e-05, 1.173112e+03
9.533976e-01, 1.303493e+00, 6.400000e+02, 1.061256e-03, 1.369224e+02, 3.471212e-03, 1.335288e+02, 4.316888e-05, 2.879874e+02, 5.728466e-06, 3.064985e+04, 2.423488e-05, 1.163424e+03
9.533976e-01, 1.671094e+00, 6.400000e+02, 8.633063e-04, 1.373948e+02, 2.815560e-03, 1.339779e+02, 3.551024e-05, 2.863095e+02, 4.441651e-06, 1.741935e+04, 3.725179e-05, 1.191982e+03
9.533976e-01, 2.057074e+00, 6.400000e+02, 7.330622e-04, 1.376786e+02, 2.386559e-03, 1.342556e+02, 3.036923e-05, 2.853587e+02, 3.886908e-06, 1.581670e+04, 3.487752e-05, 1.192818e+03
9.533976e-01, 2.462354e+00, 6.400000e+02, 6.395170e-04, 1.378678e+02, 2.079496e-03, 1.344490e+02, 2.662805e-05, 2.847484e+02, 3.615233e-06, 1.976576e+04, 2.388175e-05, 1.167157e+03
9.533976e-01, 2.887898e+00, 6.400000e+02, 5.684701e-04, 1.380034e+02, 1.847031e-03, 1.345648e+02, 2.376450e-05, 2.841774e+02, 3.083080e-06, 1.099632e+04, 3.881925e-05, 1.216461e+03
9.533976e-01, 3.334718e+00, 6.400000e+02, 5.120525e-04, 1.381049e+02, 1.662569e-03, 1.346809e+02, 2.147131e-05, 2.838451e+02, 3.042501e-06, 1.967208e+04, 1.910537e-05, 1.151232e+03
9.533976e-01, 3.803880e+00, 6.400000e+02, 4.660844e-04, 1.381841e+02, 1.512645e-03, 1.347452e+02, 1.959661e-05, 2.834233e+02, 2.680139e-06, 1.345654e+04, 2.601247e-05, 1.174733e+03
9.533976e-01, 4.296500e+00, 6.400000e+02, 4.276509e-04, 1.382474e+02, 1.387413e-03, 1.347974e+02, 1.802234e-05, 2.830523e+02, 2.428165e-06, 9.582409e+03, 3.327380e-05, 1.208281e+03
9.533976e-01, 4.813751e+00, 6.400000e+02, 3.949219e-04, 1.382991e+02, 1.280855e-03, 1.348404e+02, 1.667695e-05, 2.827109e+02, 2.235423e-06, 7.105884e+03, 4.033302e-05, 1.253295e+03
9.533976e-01, 5.356864e+00, 6.400000e+02, 3.665579e-04, 1.383417e+02, 1.188445e-03, 1.349049e+02, 1.550486e-05, 2.825125e+02, 2.288476e-06, 1.757802e+04, 1.537522e-05, 1.124856e+03
9.533976e-01, 5.927133e+00, 6.400000e+02, 3.418144e-04, 1.383778e+02, 1.108008e-03, 1.349315e+02, 1.448254e-05, 2.821794e+02, 2.098250e-06, 1.419410e+04, 1.800028e-05, 1.133313e+03
9.533976e-01, 6.525916e+00, 6.400000e+02, 3.199330e-04, 1.384084e+02, 1.036906e-03, 1.349544e+02, 1.357640e-05, 2.818582e+02, 1.946883e-06, 1.169612e+04, 2.051055e-05, 1.143524e+03
9.533976e-01, 7.154638e+00, 6.400000e+02, 3.004118e-04, 1.384348e+02, 9.734996e-04, 1.349740e+02, 1.276643e-05, 2.815427e+02, 1.820725e-06, 9.781131e+03, 2.293596e-05, 1.155878e+03
9.533976e-01, 7.814795e+00, 6.400000e+02, 2.828637e-04, 1.384575e+02, 9.165215e-04, 1.349908e+02, 1.203707e-05, 2.812297e+02, 1.712837e-06, 8.299724e+03, 2.521040e-05, 1.170261e+03
9.533976e-01, 8.507961e+00, 6.400000e+02, 2.669849e-04, 1.384773e+02, 8.649798e-04, 1.350053e+02, 1.137609e-05, 2.809166e+02, 1.618722e-06, 7.140524e+03, 2.728295e-05, 1.186534e+03
9.533976e-01, 9.235785e+00, 6.400000e+02, 2.525336e-04, 1.384945e+02, 8.180846e-04, 1.350177e+02, 1.077370e-05, 2.806018e+02, 1.535348e-06, 6.222290e+03, 2.911774e-05, 1.204536e+03
9.533976e-01, 1.000000e+01, 6.400000e+02, 2.393142e-04, 1.385096e+02, 7.751981e-04, 1.350283e+02, 1.022198e-05, 2.802837e+02, 1.460585e-06, 5.485980e+03, 3.069314e-05, 1.224090e+03
1.303493e+00, -1.000000e+01, 6.400000e+02, 2.209681e-04, 1.387712e+02, 7.145749e-04, 1.353005e+02, 9.484049e-06, 2.790430e+02, 1.428691e-06, 9.636590e+03, 1.713706e-05, 1.096530e+03
1.303493e+00, -9.235785e+00, 6.400000e+02, 2.318130e-04, 1.387776e+02, 7.498191e-04, 1.352342e+02, 9.943442e-06, 2.791475e+02, 1.458941e-06, 7.261429e+03, 2.339861e-05, 1.148696e+03
1.303493e+00, -8.507961e+00, 6.400000e+02, 2.433537e-04, 1.387846e+02, 7.871128e-04, 1.352423e+02, 1.042984e-05, 2.793688e+02, 1.526173e-06, 7.793034e+03, 2.302449e-05, 1.146180e+03
1.303493e+00, -7.814795e+00, 6.400000e+02, 2.557970e-04, 1.387922e+02, 8.273217e-04, 1.352504e+02, 1.095414e-05, 2.795769e+02, 1.600789e-06, 8.512198e+03, 2.229554e-05, 1.141419e+03
1.303493e+00, -7.154638e+00, 6.400000e+02, 2.692596e-04, 1.388003e+02, 8.708202e-04, 1.352590e+02, 1.152116e-05, 2.797711e+02, 1.682879e-06, 9.350440e+03, 2.147184e-05, 1.136747e+03
1.303493e+00, -6.525916e+00, 6.400000e+02, 2.838807e-04, 1.388092e+02, 9.180576e-04, 1.352681e+02, 1.213674e-05, 2.799508e+02, 1.773895e-06, 1.033440e+04, 2.055314e-05, 1.132213e+03
1.303493e+00, -5.927133e+00, 6.400000e+02, 2.998282e-04, 1.388190e+02, 9.695747e-04, 1.352779e+02, 1.280789e-05, 2.801149e+02, 1.875729e-06, 1.149692e+04, 1.954249e-05, 1.127874e+03
1.303493e+00, -5.356864e+00, 6.400000e+02, 3.173064e-04, 1.388300e+02, 1.026030e-03, 1.352885e+02, 1.354314e-05, 2.802623e+02, 1.990915e-06, 1.287903e+04, 1.844561e-05, 1.123782e+03
1.303493e+00, -4.813751e+00, 6.400000e+02, 3.365049e-04, 1.388418e+02, 1.087928e-03, 1.353264e+02, 1.434737e-05, 2.804277e+02, 1.960746e-06, 4.465692e+03, 5.017456e-05, 1.356937e+03
1.303493e+00, -4.296500e+00, 6.400000e+02, 3.578519e-04, 1.388556e+02, 1.156844e-03, 1.353409e+02, 1.524403e-05, 2.805367e+02, 2.076804e-06, 5.160532e+03, 4.778280e-05, 1.313211e+03
1.303493e+00, -3.803880e+00, 6.400000e+02, 3.816892e-04, 1.388716e+02, 1.233784e-03, 1.353572e+02, 1.624469e-05, 2.806224e+02, 2.208343e-06, 6.044532e+03, 4.482387e-05, 1.274658e+03
1.303493e+00, -3.334718e+00, 6.400000e+02, 4.085271e-04, 1.388901e+02, 1.320387e-03, 1.353758e+02, 1.737059e-05, 2.806811e+02, 2.360060e-06, 7.215544e+03, 4.120896e-05, 1.240077e+03
1.303493e+00, -2.887898e+00, 6.400000e+02, 4.390349e-04, 1.389120e+02, 1.418805e-03, 1.353973e+02, 1.864958e-05, 2.807077e+02, 2.538669e-06, 8.796611e+03, 3.702475e-05, 1.209603e+03
1.303493e+00, -2.462354e+00, 6.400000e+02, 4.741106e-04, 1.389382e+02, 1.531920e-03, 1.354224e+02, 2.011898e-05, 2.806954e+02, 2.754767e-06, 1.097222e+04, 3.241303e-05, 1.183278e+03
1.303493e+00, -2.057074e+00, 6.400000e+02, 5.149914e-04, 1.389702e+02, 1.663701e-03, 1.354524e+02, 2.183016e-05, 2.806350e+02, 3.026177e-06, 1.401603e+04, 2.756821e-05, 1.161035e+03
1.303493e+00, -1.671094e+00, 6.400000e+02, 5.633269e-04, 1.390093e+02, 1.819264e-03, 1.355144e+02, 2.384466e-05, 2.805645e+02, 3.087450e-06, 6.431593e+03, 6.266331e-05, 1.293018e+03
1.303493e+00, -1.303493e+00, 6.400000e+02, 6.219005e-04, 1.390602e+02, 2.007813e-03, 1.355642e+02, 2.628936e-05, 2.803633e+02, 3.422299e-06, 9.213399e+03, 5.029636e-05, 1.222349e+03
1.303493e+00, -9.533976e-01, 6.400000e+02, 6.946484e-04, 1.391275e+02, 2.241786e-03, 1.356283e+02, 2.932144e-05, 2.800471e+02, 3.889666e-06, 1.400521e+04, 3.736752e-05, 1.170612e+03
1.303493e+00, -6.199730e-01, 6.400000e+02, 7.880275e-04, 1.392183e+02, 2.541550e-03, 1.357386e+02, 3.319461e-05, 2.796323e+02, 4.170224e-06, 9.024411e+03, 6.510087e-05, 1.227216e+03
1.303493e+00, -3.024259e-01, 6.400000e+02, 9.140613e-04, 1.393502e+02, 2.945718e-03, 1.358653e+02, 3.841943e-05, 2.789004e+02, 5.020453e-06, 1.770414e+04, 3.867446e-05, 1.145565e+03
1.303493e+00, 0.000000e+00, 6.400000e+02, 1.095643e-03, 1.395470e+02, 3.526459e-03, 1.360778e+02, 4.589009e-05, 2.778458e+02, 5.863974e-06, 1.888518e+04, 4.344788e-05, 1.130170e+03
1.303493e+00, 3.024259e-01, 6.400000e+02, 1.404701e-03, 1.398530e+02, 4.512293e-03, 1.364150e+02, 5.840280e-05, 2.762411e+02, 7.135946e-06, 1.913891e+04, 5.534521e-05, 1.103465e+03
1.303493e+00, 6.199730e-01, 6.400000e+02, 2.045194e-03, 1.390735e+02, 6.600232e-03, 1.357120e+02, 8.108365e-05, 2.809926e+02, 1.010921e-05, 3.146225e+04, 4.642962e-05, 1.037209e+03
1.303493e+00, 9.533976e-01, 6.400000e+02, 1.763449e-03, 1.342678e+02, 5.867365e-03, 1.308540e+02, 6.761814e-05, 3.007862e+02, 7.878264e-06, 3.407313e+04, 3.681634e-05, 1.201305e+03
1.303493e+00, 1.303493e+00, 6.400000e+02, 1.223314e-03, 1.360331e+02, 4.024361e-03, 1.326114e+02, 4.902975e-05, 2.912889e+02, 5.657621e-06, 1.929022e+04, 4.784841e-05, 1.206515e+03
1.303493e+00, 1.671094e+00, 6.400000e+02, 9.547913e-04, 1.368510e+02, 3.124740e-03, 1.334252e+02, 3.892937e-05, 2.882325e+02, 4.638594e-06, 1.488694e+04, 4.859567e-05, 1.218038e+03
1.303493e+00, 2.057074e+00, 6.400000e+02, 7.916390e-04, 1.373015e+02, 2.583255e-03, 1.338920e+02, 3.259746e-05, 2.867363e+02, 4.404287e-06, 2.539763e+04, 2.238905e-05, 1.168333e+03
1.303493e+00, 2.462354e+00, 6.400000e+02, 6.803412e-04, 1.375857e+02, 2.216323e-03, 1.341480e+02, 2.820296e-05, 2.856559e+02, 3.511346e-06, 1.058844e+04, 4.822315e-05, 1.239495e+03
1.303493e+00, 2.887898e+00, 6.400000e+02, 5.982532e-04, 1.377812e+02, 1.946464e-03, 1.343493e+02, 2.492018e-05, 2.849882e+02, 3.278553e-06, 1.485531e+04, 3.027540e-05, 1.189653e+03
1.303493e+00, 3.334718e+00, 6.400000e+02, 5.348060e-04, 1.379243e+02, 1.738566e-03, 1.344767e+02, 2.236360e-05, 2.843856e+02, 2.870858e-06, 8.521604e+03, 4.637411e-05, 1.254745e+03
1.303493e+00, 3.803880e+00, 6.400000e+02, 4.837899e-04, 1.380330e+02, 1.571562e-03, 1.345994e+02, 2.029137e-05, 2.839940e+02, 2.811375e-06, 1.634063e+04, 2.207959e-05, 1.162653e+03
1.303493e+00, 4.296500e+00, 6.400000e+02, 4.418109e-04, 1.381188e+02, 1.434487e-03, 1.346725e+02, 1.858024e-05, 2.835423e+02, 2.514127e-06, 1.131709e+04, 2.929865e-05, 1.191050e+03
1.303493e+00, 4.813751e+00, 6.400000e+02, 4.064459e-04, 1.381880e+02, 1.319134e-03, 1.347321e+02, 1.713250e-05, 2.831406e+02, 2.297507e-06, 8.198363e+03, 3.653529e-05, 1.230226e+03
1.303493e+00, 5.356864e+00, 6.400000e+02, 3.761454e-04, 1.382448e+02, 1.220390e-03, 1.347812e+02, 1.588768e-05, 2.827698e+02, 2.126730e-06, 6.189845e+03, 4.323638e-05, 1.281492e+03
1.303493e+00, 5.927133e+00, 6.400000e+02, 3.497565e-04, 1.382920e+02, 1.134346e-03, 1.348492e+02, 1.479805e-05, 2.825309e+02, 2.160570e-06, 1.579307e+04, 1.646579e-05, 1.128459e+03
1.303493e+00, 6.525916e+00, 6.400000e+02, 3.266355e-04, 1.383321e+02, 1.059124e-03, 1.348807e+02, 1.384325e-05, 2.821752e+02, 1.992718e-06, 1.282188e+04, 1.909324e-05, 1.137913e+03
1.303493e+00, 7.154638e+00, 6.400000e+02, 3.061162e-04, 1.383664e+02, 9.924014e-04, 1.349078e+02, 1.299396e-05, 2.818320e+02, 1.856651e-06, 1.063041e+04, 2.156341e-05, 1.149092e+03
1.303493e+00, 7.814795e+00, 6.400000e+02, 2.877545e-04, 1.383958e+02, 9.327214e-04, 1.349310e+02, 1.223246e-05, 2.814954e+02, 1.741738e-06, 8.946672e+03, 2.391285e-05, 1.162400e+03
1.303493e+00, 8.507961e+00, 6.400000e+02, 2.712050e-04, 1.384214e+02, 8.789538e-04, 1.349510e+02, 1.154492e-05, 2.811622e+02, 1.642460e-06, 7.639160e+03, 2.608229e-05, 1.177699e+03
1.303493e+00, 9.235785e+00, 6.400000e+02, 2.561955e-04, 1.384437e+02, 8.302068e-04, 1.349682e+02, 1.092039e-05, 2.808297e+02, 1.555169e-06, 6.611300e+03, 2.802844e-05, 1.194830e+03
1.303493e+00, 1.000000e+01, 6.400000e+02, 2.425075e-04, 1.384632e+02, 7.857664e-04, 1.349831e+02, 1.035005e-05, 2.804962e+02, 1.477357e-06, 5.793094e+03, 2.972298e-05, 1.213618e+03
1.671094e+00, -1.000000e+01, 6.400000e+02, 2.182781e-04, 1.388087e+02, 7.056605e-04, 1.353573e+02, 9.375613e-06, 2.789055e+02, 1.523366e-06, 1.725191e+04, 9.240622e-06, 1.040749e+03
1.671094e+00, -9.235785e+00, 6.400000e+02, 2.288144e-04, 1.388173e+02, 7.399361e-04, 1.352740e+02, 9.821892e-06, 2.789590e+02, 1.442789e-06, 7.009105e+03, 2.384403e-05, 1.151855e+03
1.671094e+00, -8.507961e+00, 6.400000e+02, 2.399682e-04, 1.388272e+02, 7.759559e-04, 1.352851e+02, 1.029264e-05, 2.791708e+02, 1.507376e-06, 7.473083e+03, 2.359125e-05, 1.149940e+03
1.671094e+00, -7.814795e+00, 6.400000e+02, 2.519630e-04, 1.388379e+02, 8.146877e-04, 1.352965e+02, 1.079880e-05, 2.793685e+02, 1.579047e-06, 8.132491e+03, 2.291512e-05, 1.145037e+03
1.671094e+00, -7.154638e+00, 6.400000e+02, 2.649023e-04, 1.388495e+02, 8.564639e-04, 1.353087e+02, 1.134467e-05, 2.795516e+02, 1.657545e-06, 8.896957e+03, 2.214575e-05, 1.140189e+03
1.671094e+00, -6.525916e+00, 6.400000e+02, 2.789097e-04, 1.388623e+02, 9.016812e-04, 1.353218e+02, 1.193544e-05, 2.797192e+02, 1.744121e-06, 9.789404e+03, 2.128165e-05, 1.135439e+03
1.671094e+00, -5.927133e+00, 6.400000e+02, 2.941323e-04, 1.388763e+02, 9.508131e-04, 1.353360e+02, 1.257730e-05, 2.798702e+02, 1.840382e-06, 1.083784e+04, 2.032466e-05, 1.130842e+03
1.671094e+00, -5.356864e+00, 6.400000e+02, 3.107479e-04, 1.388920e+02, 1.004431e-03, 1.353514e+02, 1.327771e-05, 2.800032e+02, 1.948448e-06, 1.207714e+04, 1.927898e-05, 1.126448e+03
1.671094e+00, -4.813751e+00, 6.400000e+02, 3.289733e-04, 1.389095e+02, 1.063230e-03, 1.353684e+02, 1.404576e-05, 2.801166e+02, 2.071175e-06, 1.355052e+04, 1.815162e-05, 1.122306e+03
1.671094e+00, -4.296500e+00, 6.400000e+02, 3.490097e-04, 1.389288e+02, 1.127744e-03, 1.354144e+02, 1.488655e-05, 2.802464e+02, 2.033405e-06, 4.738896e+03, 4.978207e-05, 1.337732e+03
1.671094e+00, -3.803880e+00, 6.400000e+02, 3.713135e-04, 1.389513e+02, 1.199646e-03, 1.354375e+02, 1.582539e-05, 2.803136e+02, 2.156342e-06, 5.503822e+03, 4.710220e-05, 1.295913e+03
1.671094e+00, -3.334718e+00, 6.400000e+02, 3.962497e-04, 1.389773e+02, 1.280007e-03, 1.354639e+02, 1.687465e-05, 2.803522e+02, 2.296275e-06, 6.480118e+03, 4.388381e-05, 1.259197e+03
1.671094e+00, -2.887898e+00, 6.400000e+02, 4.243648e-04, 1.390078e+02, 1.370573e-03, 1.354942e+02, 1.805724e-05, 2.803567e+02, 2.458594e-06, 7.777105e+03, 4.005024e-05, 1.226406e+03
1.671094e+00, -2.462354e+00, 6.400000e+02, 4.563778e-04, 1.390437e+02, 1.473645e-03, 1.355296e+02, 1.940328e-05, 2.803203e+02, 2.651108e-06, 9.531911e+03, 3.570804e-05, 1.197621e+03
1.671094e+00, -2.057074e+00, 6.400000e+02, 4.932570e-04, 1.390870e+02, 1.592315e-03, 1.355715e+02, 2.095337e-05, 2.802335e+02, 2.886329e-06, 1.194792e+04, 3.101588e-05, 1.172826e+03
1.671094e+00, -1.671094e+00, 6.400000e+02, 5.362480e-04, 1.391392e+02, 1.730407e-03, 1.356453e+02, 2.275362e-05, 2.801352e+02, 2.955062e-06, 5.269347e+03, 7.015729e-05, 1.346099e+03
1.671094e+00, -1.303493e+00, 6.400000e+02, 5.874264e-04, 1.392052e+02, 1.894789e-03, 1.357111e+02, 2.490130e-05, 2.799055e+02, 3.238089e-06, 7.214811e+03, 5.924381e-05, 1.263019e+03
1.671094e+00, -9.533976e-01, 6.400000e+02, 6.495591e-04, 1.392900e+02, 2.094127e-03, 1.357944e+02, 2.750737e-05, 2.795620e+02, 3.609521e-06, 1.044119e+04, 4.669987e-05, 1.199998e+03
1.671094e+00, -6.199730e-01, 6.400000e+02, 7.270818e-04, 1.394023e+02, 2.342475e-03, 1.359030e+02, 3.075741e-05, 2.790566e+02, 4.142933e-06, 1.599818e+04, 3.407831e-05, 1.153510e+03
1.671094e+00, -3.024259e-01, 6.400000e+02, 8.271711e-04, 1.395556e+02, 2.662238e-03, 1.360767e+02, 3.493612e-05, 2.783897e+02, 4.439626e-06, 1.073498e+04, 5.807145e-05, 1.193422e+03
1.671094e+00, 0.000000e+00, 6.400000e+02, 9.631566e-04, 1.397777e+02, 3.095516e-03, 1.363149e+02, 4.060334e-05, 2.773614e+02, 4.992474e-06, 9.182527e+03, 7.855721e-05, 1.208140e+03
1.671094e+00, 3.024259e-01, 6.400000e+02, 1.174022e-03, 1.401386e+02, 3.764743e-03, 1.366891e+02, 4.935389e-05, 2.756227e+02, 6.018071e-06, 1.265700e+04, 7.062358e-05, 1.147701e+03
1.671094e+00, 6.199730e-01, 6.400000e+02, 1.575994e-03, 1.407156e+02, 5.035581e-03, 1.372961e+02, 6.562571e-05, 2.729421e+02, 8.083490e-06, 2.159186e+04, 5.458901e-05, 1.063455e+03
1.671094e+00, 9.533976e-01, 6.400000e+02, 2.198122e-03, 1.354504e+02, 7.257311e-03, 1.321072e+02, 8.125058e-05, 3.009618e+02, 8.872059e-06, 1.487418e+04, 1.136798e-04, 1.167933e+03
1.671094e+00, 1.303493e+00, 6.400000e+02, 1.477183e-03, 1.345786e+02, 4.905331e-03, 1.311422e+02, 5.763615e-05, 2.980925e+02, 6.564415e-06, 2.728609e+04, 3.979763e-05, 1.217633e+03
1.671094e+00, 1.671094e+00, 6.400000e+02, 1.082029e-03, 1.360623e+02, 3.559052e-03, 1.326271e+02, 4.356564e-05, 2.911711e+02, 5.005728e-06, 1.547239e+04, 5.308594e-05, 1.230633e+03
1.671094e+00, 2.057074e+00, 6.400000e+02, 8.678397e-04, 1.367955e+02, 2.841149e-03, 1.333698e+02, 3.545319e-05, 2.884921e+02, 4.407449e-06, 1.901503e+04, 3.415189e-05, 1.198927e+03
1.671094e+00, 2.462354e+00, 6.400000e+02, 7.308525e-04, 1.372254e+02, 2.386205e-03, 1.337962e+02, 3.012501e-05, 2.869665e+02, 3.833760e-06, 1.676283e+04, 3.274534e-05, 1.197824e+03
1.671094e+00, 2.887898e+00, 6.400000e+02, 6.341204e-04, 1.375075e+02, 2.066648e-03, 1.340840e+02, 2.630027e-05, 2.859929e+02, 3.559380e-06, 2.057331e+04, 2.267517e-05, 1.171630e+03
1.671094e+00, 3.334718e+00, 6.400000e+02, 5.614972e-04, 1.377068e+02, 1.827794e-03, 1.342642e+02, 2.339879e-05, 2.851826e+02, 3.020532e-06, 1.126103e+04, 3.746471e-05, 1.219178e+03
1.671094e+00, 3.803880e+00, 6.400000e+02, 5.043127e-04, 1.378549e+02, 1.640021e-03, 1.344276e+02, 2.109226e-05, 2.846652e+02, 2.981019e-06, 2.004115e+04, 1.844255e-05, 1.153820e+03
1.671094e+00, 4.296500e+00, 6.400000e+02, 4.580141e-04, 1.379695e+02, 1.488465e-03, 1.345275e+02, 1.921564e-05, 2.841092e+02, 2.619926e-06, 1.359214e+04, 2.530549e-05, 1.176514e+03
1.671094e+00, 4.813751e+00, 6.400000e+02, 4.194972e-04, 1.380605e+02, 1.362564e-03, 1.346077e+02, 1.764636e-05, 2.836306e+02, 2.370939e-06, 9.609748e+03, 3.254824e-05, 1.209727e+03
1.671094e+00, 5.356864e+00, 6.400000e+02, 3.868290e-04, 1.381344e+02, 1.255909e-03, 1.346732e+02, 1.630972e-05, 2.832009e+02, 2.181368e-06, 7.087445e+03, 3.958968e-05, 1.254853e+03
1.671094e+00, 5.927133e+00, 6.400000e+02, 3.586125e-04, 1.381954e+02, 1.163756e-03, 1.347562e+02, 1.514884e-05, 2.829233e+02, 2.232437e-06, 1.759148e+04, 1.503249e-05, 1.124814e+03
1.671094e+00, 6.525916e+00, 6.400000e+02, 3.340644e-04, 1.382467e+02, 1.083780e-03, 1.347982e+02, 1.413823e-05, 2.825273e+02, 2.045739e-06, 1.415598e+04, 1.764301e-05, 1.132867e+03
1.671094e+00, 7.154638e+00, 6.400000e+02, 3.124067e-04, 1.382903e+02, 1.013268e-03, 1.348341e+02, 1.324426e-05, 2.821511e+02, 1.897523e-06, 1.163050e+04, 2.014183e-05, 1.142780e+03
1.671094e+00, 7.814795e+00, 6.400000e+02, 2.931240e-04, 1.383276e+02, 9.505245e-04, 1.348648e+02, 1.244651e-05, 2.817870e+02, 1.774201e-06, 9.703114e+03, 2.255383e-05, 1.154918e+03
1.671094e+00, 8.507961e+00, 6.400000e+02, 2.758204e-04, 1.383599e+02, 8.942502e-04, 1.348911e+02, 1.172921e-05, 2.814303e+02, 1.668857e-06, 8.217890e+03, 2.481217e-05, 1.169152e+03
1.671094e+00, 9.235785e+00, 6.400000e+02, 2.601868e-04, 1.383879e+02, 8.434301e-04, 1.349139e+02, 1.107999e-05, 2.810777e+02, 1.577036e-06, 7.059538e+03, 2.686573e-05, 1.185326e+03
1.671094e+00, 1.000000e+01, 6.400000e+02, 2.459777e-04, 1.384125e+02, 7.972594e-04, 1.349337e+02, 1.048900e-05, 2.807266e+02, 1.495742e-06, 6.144542e+03, 2.867891e-05, 1.203266e+03
2.057074e+00, -1.000000e+01, 6.400000e+02, 2.156020e-04, 1.388458e+02, 6.969090e-04, 1.353706e+02, 9.266904e-06, 2.786551e+02, 1.388181e-06, 8.228045e+03, 1.943096e-05, 1.111944e+03
2.057074e+00, -9.235785e+00, 6.400000e+02, 2.257681e-04, 1.388573e+02, 7.299022e-04, 1.353143e+02, 9.698242e-06, 2.787667e+02, 1.425898e-06, 6.712746e+03, 2.445034e-05, 1.156700e+03
2.057074e+00, -8.507961e+00, 6.400000e+02, 2.365378e-04, 1.388700e+02, 7.646586e-04, 1.353282e+02, 1.015343e-05, 2.789692e+02, 1.488418e-06, 7.158296e+03, 2.417776e-05, 1.154118e+03
2.057074e+00, -7.814795e+00, 6.400000e+02, 2.480887e-04, 1.388838e+02, 8.019306e-04, 1.353427e+02, 1.064159e-05, 2.791571e+02, 1.557209e-06, 7.760444e+03, 2.355840e-05, 1.149095e+03
2.057074e+00, -7.154638e+00, 6.400000e+02, 2.605129e-04, 1.388987e+02, 8.420128e-04, 1.353583e+02, 1.116658e-05, 2.793296e+02, 1.632225e-06, 8.454829e+03, 2.284733e-05, 1.144088e+03
2.057074e+00, -6.525916e+00, 6.400000e+02, 2.739189e-04, 1.389151e+02, 8.852536e-04, 1.353752e+02, 1.173298e-05, 2.794858e+02, 1.714538e-06, 9.260845e+03, 2.204246e-05, 1.139140e+03
2.057074e+00, -5.927133e+00, 6.400000e+02, 2.884355e-04, 1.389331e+02, 9.320656e-04, 1.353934e+02, 1.234623e-05, 2.796246e+02, 1.805507e-06, 1.020212e+04, 2.114449e-05, 1.134303e+03
2.057074e+00, -5.356864e+00, 6.400000e+02, 3.042166e-04, 1.389531e+02, 9.829420e-04, 1.354134e+02, 1.301282e-05, 2.797446e+02, 1.906897e-06, 1.130795e+04, 2.015623e-05, 1.129625e+03
2.057074e+00, -4.813751e+00, 6.400000e+02, 3.214481e-04, 1.389754e+02, 1.038478e-03, 1.354355e+02, 1.374059e-05, 2.798438e+02, 2.021043e-06, 1.261466e+04, 1.908290e-05, 1.125154e+03
2.057074e+00, -4.296500e+00, 6.400000e+02, 3.402949e-04, 1.390000e+02, 1.099095e-03, 1.354860e+02, 1.453335e-05, 2.799596e+02, 1.991038e-06, 4.369922e+03, 5.155965e-05, 1.364117e+03
2.057074e+00, -3.803880e+00, 6.400000e+02, 3.611517e-04, 1.390285e+02, 1.166253e-03, 1.355151e+02, 1.541360e-05, 2.800110e+02, 2.105780e-06, 5.015974e+03, 4.931986e-05, 1.320240e+03
2.057074e+00, -3.334718e+00, 6.400000e+02, 3.843135e-04, 1.390610e+02, 1.240800e-03, 1.355482e+02, 1.639102e-05, 2.800326e+02, 2.235058e-06, 5.826783e+03, 4.654069e-05, 1.281399e+03
2.057074e+00, -2.887898e+00, 6.400000e+02, 4.102247e-04, 1.390987e+02, 1.324151e-03, 1.355861e+02, 1.748436e-05, 2.800192e+02, 2.383039e-06, 6.886309e+03, 4.311929e-05, 1.246288e+03
2.057074e+00, -2.462354e+00, 6.400000e+02, 4.394591e-04, 1.391427e+02, 1.418134e-03, 1.356300e+02, 1.871788e-05, 2.799642e+02, 2.555501e-06, 8.294891e+03, 3.912729e-05, 1.215018e+03
2.057074e+00, -2.057074e+00, 6.400000e+02, 4.727733e-04, 1.391950e+02, 1.525155e-03, 1.356814e+02, 2.012356e-05, 2.798583e+02, 2.761293e-06, 1.020011e+04, 3.468567e-05, 1.187616e+03
