h1,h3,lambda_0,lambda_1,lambda_2,lambda_3,lambda_4,lambda_5,lambda_6,lambda_7,lambda_8,lambda_9,lambda_10
-1.258925e+00, 2.754229e-01, 6.400000e+02, 1.023911e-03, 8.234600e+01, 3.396613e-03, 1.534835e+02, 7.117184e-05, 1.343350e+02, 1.038327e-05, 1.301696e+03, 3.955403e-04, 7.158951e+02
-1.258925e+00, 4.570882e-01, 6.400000e+02, 9.318288e-04, 8.217464e+01, 3.096729e-03, 1.531828e+02, 6.486189e-05, 1.346579e+02, 9.641757e-06, 2.014315e+03, 2.747860e-04, 6.046570e+02
-1.258925e+00, 7.585776e-01, 6.400000e+02, 8.171359e-04, 8.197418e+01, 2.721649e-03, 1.527942e+02, 5.700166e-05, 1.349664e+02, 8.484491e-06, 1.223086e+03, 3.213297e-04, 7.591389e+02
-1.258925e+00, 1.258925e+00, 6.400000e+02, 6.874854e-04, 8.176457e+01, 2.295022e-03, 1.524105e+02, 4.806614e-05, 1.353283e+02, 7.287662e-06, 1.455099e+03, 2.481753e-04, 6.973826e+02
-1.258925e+00, 2.089296e+00, 6.400000e+02, 5.555579e-04, 8.157317e+01, 1.858496e-03, 1.520553e+02, 3.894179e-05, 1.356296e+02, 6.022433e-06, 1.584262e+03, 1.906936e-04, 6.745347e+02
-1.258925e+00, 3.467369e+00, 6.400000e+02, 4.334900e-04, 8.141754e+01, 1.452645e-03, 1.517609e+02, 3.047053e-05, 1.358099e+02, 4.808784e-06, 1.596883e+03, 1.480850e-04, 6.709839e+02
-1.258925e+00, 5.754399e+00, 6.400000e+02, 3.290419e-04, 8.130159e+01, 1.104074e-03, 1.515348e+02, 2.319955e-05, 1.358207e+02, 3.737470e-06, 1.522097e+03, 1.159496e-04, 6.772696e+02
-1.258925e+00, 9.549926e+00, 6.400000e+02, 2.447852e-04, 8.121907e+01, 8.221396e-04, 1.513662e+02, 1.731849e-05, 1.356221e+02, 2.850973e-06, 1.403114e+03, 9.086040e-05, 6.868954e+02
-1.258925e+00, 1.584893e+01, 6.400000e+02, 1.795899e-04, 8.115962e+01, 6.036028e-04, 1.512358e+02, 1.275786e-05, 1.351726e+02, 2.150954e-06, 1.272097e+03, 7.093590e-05, 6.941062e+02
-1.258925e+00, 2.630268e+01, 6.400000e+02, 1.305472e-04, 8.111287e+01, 4.390271e-04, 1.511234e+02, 9.321091e-06, 1.344176e+02, 1.615828e-06, 1.144233e+03, 5.521976e-05, 6.936007e+02
-1.258925e+00, 4.365158e+01, 6.400000e+02, 9.433508e-05, 8.106987e+01, 3.174261e-04, 1.510103e+02, 6.779935e-06, 1.332829e+02, 1.215626e-06, 1.022886e+03, 4.306966e-05, 6.811090e+02
-1.258925e+00, 7.244360e+01, 6.400000e+02, 6.791822e-05, 8.102299e+01, 2.286823e-04, 1.508793e+02, 4.924149e-06, 1.316695e+02, 9.206519e-07, 9.062039e+02, 3.388268e-05, 6.541564e+02
-1.258925e+00, 1.202264e+02, 6.400000e+02, 4.879672e-05, 8.096524e+01, 1.644311e-04, 1.507130e+02, 3.579717e-06, 1.294542e+02, 7.052664e-07, 7.915998e+02, 2.706037e-05, 6.126831e+02
-7.585776e-01, -1.202264e+02, 6.400000e+02, 4.911535e-05, 8.094025e+01, 1.656007e-04, 1.505760e+02, 3.601995e-06, 1.294676e+02, 7.119929e-07, 1.061489e+03, 2.419844e-05, 5.130249e+02
-7.585776e-01, -7.244360e+01, 6.400000e+02, 6.861003e-05, 8.098254e+01, 2.311417e-04, 1.507704e+02, 4.972316e-06, 1.317206e+02, 9.185414e-07, 3.893098e+02, 2.416554e-06, 1.651601e+04
-7.585776e-01, -4.365158e+01, 6.400000e+02, 9.591749e-05, 8.100227e+01, 3.230291e-04, 1.508516e+02, 6.889345e-06, 1.333647e+02, 1.217281e-06, 4.185574e+02, 2.821014e-06, 1.939650e+04
-7.585776e-01, -2.630268e+01, 6.400000e+02, 1.341617e-04, 8.100052e+01, 4.517938e-04, 1.508832e+02, 9.569758e-06, 1.345442e+02, 1.628721e-06, 4.413828e+02, 3.094599e-06, 2.337324e+04
-7.585776e-01, -1.584893e+01, 6.400000e+02, 1.878099e-04, 8.097397e+01, 6.325922e-04, 1.508630e+02, 1.332101e-05, 1.353655e+02, 2.192944e-06, 4.580769e+02, 3.001506e-06, 2.876361e+04
-7.585776e-01, -9.549926e+00, 6.400000e+02, 2.633324e-04, 8.091426e+01, 8.874950e-04, 1.507789e+02, 1.858399e-05, 1.359153e+02, 2.962815e-06, 4.694753e+02, 2.261197e-06, 2.541490e+04
-7.585776e-01, -5.754399e+00, 6.400000e+02, 3.704030e-04, 8.080496e+01, 1.249775e-03, 1.506026e+02, 2.600989e-05, 1.362665e+02, 4.008437e-06, 4.794882e+02, 4.269476e-06, 3.330711e+04
-7.585776e-01, -3.467369e+00, 6.400000e+02, 5.242470e-04, 8.061393e+01, 1.772466e-03, 1.502806e+02, 3.659737e-05, 1.364967e+02, 5.423906e-06, 5.006162e+02, 3.118982e-05, 1.157302e+04
-7.585776e-01, -2.089296e+00, 6.400000e+02, 7.509108e-04, 8.027804e+01, 2.548099e-03, 1.496948e+02, 5.201795e-05, 1.367172e+02, 7.354872e-06, 6.578458e+02, 2.367954e-04, 1.810241e+03
-7.585776e-01, -1.258925e+00, 6.400000e+02, 1.100312e-03, 7.965793e+01, 3.759256e-03, 1.486048e+02, 7.531104e-05, 1.372062e+02, 1.003210e-05, 1.068245e+03, 4.401453e-04, 8.797390e+02
-7.585776e-01, -7.585776e-01, 6.400000e+02, 1.680313e-03, 7.844684e+01, 5.819135e-03, 1.464575e+02, 1.123600e-04, 1.388466e+02, 1.395178e-05, 2.271499e+03, 4.487215e-04, 6.112482e+02
-7.585776e-01, -4.570882e-01, 6.400000e+02, 2.500814e-03, 7.838304e+01, 8.661482e-03, 1.465681e+02, 1.590982e-04, 1.415383e+02, 1.969243e-05, 2.287702e+03, 6.719671e-04, 5.791966e+02
-7.585776e-01, -2.754229e-01, 6.400000e+02, 2.183188e-03, 8.228051e+01, 7.243015e-03, 1.535878e+02, 1.459323e-04, 1.337069e+02, 1.914193e-05, 2.490261e+03, 5.599458e-04, 5.146504e+02
-7.585776e-01, -1.659587e-01, 6.400000e+02, 1.878868e-03, 8.240696e+01, 6.226105e-03, 1.537459e+02, 1.272044e-04, 1.336765e+02, 1.708115e-05, 2.565396e+03, 4.675640e-04, 5.268952e+02
-7.585776e-01, -1.000000e-01, 6.400000e+02, 1.730595e-03, 8.233560e+01, 5.739635e-03, 1.535859e+02, 1.177706e-04, 1.337819e+02, 1.593069e-05, 2.152063e+03, 4.937596e-04, 5.570880e+02
-7.585776e-01, 1.000000e-01, 6.400000e+02, 1.407088e-03, 8.206579e+01, 4.680876e-03, 1.530473e+02, 9.661488e-05, 1.342889e+02, 1.337448e-05, 1.693188e+03, 4.720242e-04, 6.211471e+02
-7.585776e-01, 1.659587e-01, 6.400000e+02, 1.329186e-03, 8.199211e+01, 4.425243e-03, 1.529116e+02, 9.144682e-05, 1.344305e+02, 1.281473e-05, 2.071243e+03, 3.864127e-04, 5.866391e+02
-7.585776e-01, 2.754229e-01, 6.400000e+02, 1.220937e-03, 8.188773e+01, 4.069673e-03, 1.527017e+02, 8.421465e-05, 1.346320e+02, 1.185499e-05, 1.579148e+03, 4.254438e-04, 6.506148e+02
-7.585776e-01, 4.570882e-01, 6.400000e+02, 1.081868e-03, 8.175448e+01, 3.611334e-03, 1.524563e+02, 7.484448e-05, 1.349360e+02, 1.076958e-05, 2.123151e+03, 3.069854e-04, 5.956583e+02
-7.585776e-01, 7.585776e-01, 6.400000e+02, 9.205254e-04, 8.160792e+01, 3.077994e-03, 1.521528e+02, 6.391827e-05, 1.352217e+02, 9.248027e-06, 1.123496e+03, 3.720960e-04, 8.065600e+02
-7.585776e-01, 1.258925e+00, 6.400000e+02, 7.516271e-04, 8.146615e+01, 2.517237e-03, 1.518775e+02, 5.238141e-05, 1.355417e+02, 7.742582e-06, 1.095445e+03, 3.040716e-04, 8.326956e+02
-7.585776e-01, 2.089296e+00, 6.400000e+02, 5.916764e-04, 8.134713e+01, 1.984234e-03, 1.516410e+02, 4.138501e-05, 1.357937e+02, 6.255212e-06, 9.936778e+02, 2.426111e-04, 9.094793e+02
-7.585776e-01, 3.467369e+00, 6.400000e+02, 4.521741e-04, 8.125684e+01, 1.517821e-03, 1.514887e+02, 3.173394e-05, 1.359730e+02, 4.998902e-06, 2.148587e+03, 1.261047e-04, 6.083671e+02
-7.585776e-01, 5.754399e+00, 6.400000e+02, 3.381696e-04, 8.119362e+01, 1.135996e-03, 1.513513e+02, 2.381879e-05, 1.359390e+02, 3.830526e-06, 1.841854e+03, 1.055149e-04, 6.311288e+02
-7.585776e-01, 9.549926e+00, 6.400000e+02, 2.490562e-04, 8.114930e+01, 8.371023e-04, 1.512474e+02, 1.760899e-05, 1.357062e+02, 2.894393e-06, 1.579665e+03, 8.631769e-05, 6.533180e+02
-7.585776e-01, 1.584893e+01, 6.400000e+02, 1.815308e-04, 8.111575e+01, 6.104098e-04, 1.511610e+02, 1.289013e-05, 1.352320e+02, 2.170583e-06, 1.366617e+03, 6.911688e-05, 6.705502e+02
-7.585776e-01, 2.630268e+01, 6.400000e+02, 1.314122e-04, 8.108580e+01, 4.420630e-04, 1.510773e+02, 9.380126e-06, 1.344598e+02, 1.624531e-06, 1.194186e+03, 5.453628e-05, 6.777874e+02
-7.585776e-01, 4.365158e+01, 6.400000e+02, 9.471575e-05, 8.105338e+01, 3.187627e-04, 1.509823e+02, 6.805942e-06, 1.333131e+02, 1.219438e-06, 1.049148e+03, 4.282400e-05, 6.709702e+02
-7.585776e-01, 7.244360e+01, 6.400000e+02, 6.808436e-05, 8.101305e+01, 2.292658e-04, 1.508626e+02, 4.935508e-06, 1.316913e+02, 9.223100e-07, 9.199394e+02, 3.379717e-05, 6.479379e+02
-7.585776e-01, 1.202264e+02, 6.400000e+02, 4.886884e-05, 8.095929e+01, 1.646844e-04, 1.507030e+02, 3.584650e-06, 1.294701e+02, 7.059841e-07, 7.987138e+02, 2.703177e-05, 6.090209e+02
-4.570882e-01, -1.202264e+02, 6.400000e+02, 4.906593e-05, 8.094423e+01, 1.654163e-04, 1.506023e+02, 3.598670e-06, 1.294615e+02, 7.058087e-07, 6.343676e+02, 2.742364e-05, 7.602072e+02
-4.570882e-01, -7.244360e+01, 6.400000e+02, 6.850780e-05, 8.098868e+01, 2.307820e-04, 1.507811e+02, 4.965329e-06, 1.317074e+02, 9.176629e-07, 3.890755e+02, 2.389069e-06, 1.662432e+04
-4.570882e-01, -4.365158e+01, 6.400000e+02, 9.568020e-05, 8.101261e+01, 3.221940e-04, 1.508697e+02, 6.873144e-06, 1.333464e+02, 1.215260e-06, 4.181764e+02, 2.756362e-06, 1.965058e+04
-4.570882e-01, -2.630268e+01, 6.400000e+02, 1.336109e-04, 8.101793e+01, 4.498544e-04, 1.509138e+02, 9.532208e-06, 1.345181e+02, 1.624096e-06, 4.408370e+02, 2.978414e-06, 2.380369e+04
-4.570882e-01, -1.584893e+01, 6.400000e+02, 1.865302e-04, 8.100335e+01, 6.280823e-04, 1.509148e+02, 1.323397e-05, 1.353278e+02, 2.182424e-06, 4.573527e+02, 2.823848e-06, 2.914180e+04
-4.570882e-01, -9.549926e+00, 6.400000e+02, 2.603522e-04, 8.096420e+01, 8.769762e-04, 1.508671e+02, 1.838195e-05, 1.358588e+02, 2.939049e-06, 4.686318e+02, 2.102635e-06, 2.234074e+04
-4.570882e-01, -5.754399e+00, 6.400000e+02, 3.634254e-04, 8.089096e+01, 1.225088e-03, 1.507548e+02, 2.553910e-05, 1.361785e+02, 3.955139e-06, 4.790582e+02, 4.884778e-06, 3.265303e+04
-4.570882e-01, -3.467369e+00, 6.400000e+02, 5.077524e-04, 8.076580e+01, 1.713889e-03, 1.505450e+02, 3.549616e-05, 1.363447e+02, 5.308558e-06, 5.428607e+02, 8.492275e-05, 4.037993e+03
-4.570882e-01, -2.089296e+00, 6.400000e+02, 7.110410e-04, 8.055661e+01, 2.405437e-03, 1.501930e+02, 4.938114e-05, 1.364487e+02, 7.085968e-06, 6.132228e+02, 1.948869e-04, 2.220037e+03
-4.570882e-01, -1.258925e+00, 6.400000e+02, 1.000738e-03, 8.020501e+01, 3.398551e-03, 1.495722e+02, 6.887876e-05, 1.366030e+02, 9.482613e-06, 1.429647e+03, 3.614618e-04, 7.210966e+02
-4.570882e-01, -7.585776e-01, 6.400000e+02, 1.419257e-03, 7.960175e+01, 4.851604e-03, 1.485341e+02, 9.629767e-05, 1.371667e+02, 1.248475e-05, 1.614082e+03, 4.809605e-04, 6.743311e+02
-4.570882e-01, -4.570882e-01, 6.400000e+02, 2.015544e-03, 7.863893e+01, 6.963862e-03, 1.468578e+02, 1.333499e-04, 1.388452e+02, 1.647740e-05, 2.886635e+03, 4.470963e-04, 5.633049e+02
-4.570882e-01, -2.754229e-01, 6.400000e+02, 2.553124e-03, 7.879671e+01, 8.801859e-03, 1.472897e+02, 1.643589e-04, 1.398530e+02, 2.007783e-05, 2.041485e+03, 7.495940e-04, 5.900887e+02
-4.570882e-01, -1.659587e-01, 6.400000e+02, 2.383517e-03, 8.084209e+01, 8.030480e-03, 1.510469e+02, 1.571501e-04, 1.357062e+02, 2.002304e-05, 2.726922e+03, 5.647084e-04, 5.151733e+02
-4.570882e-01, -1.000000e-01, 6.400000e+02, 2.172236e-03, 8.130897e+01, 7.282276e-03, 1.518459e+02, 1.448140e-04, 1.351042e+02, 1.884550e-05, 3.450513e+03, 4.187324e-04, 5.011793e+02
-4.570882e-01, 1.000000e-01, 6.400000e+02, 1.667374e-03, 8.150438e+01, 5.579383e-03, 1.521014e+02, 1.132891e-04, 1.348431e+02, 1.529100e-05, 2.932943e+03, 3.680423e-04, 5.338371e+02
-4.570882e-01, 1.659587e-01, 6.400000e+02, 1.551621e-03, 8.148490e+01, 5.193518e-03, 1.520413e+02, 1.058047e-04, 1.348862e+02, 1.433753e-05, 2.359552e+03, 4.088125e-04, 5.639032e+02
-4.570882e-01, 2.754229e-01, 6.400000e+02, 1.396439e-03, 8.144345e+01, 4.676627e-03, 1.519347e+02, 9.564101e-05, 1.350079e+02, 1.305936e-05, 1.718061e+03, 4.617932e-04, 6.277961e+02
-4.570882e-01, 4.570882e-01, 6.400000e+02, 1.207349e-03, 8.138086e+01, 4.046321e-03, 1.518018e+02, 8.309391e-05, 1.352274e+02, 1.161653e-05, 1.958471e+03, 3.634347e-04, 6.101012e+02
-4.570882e-01, 7.585776e-01, 6.400000e+02, 1.000928e-03, 8.130866e+01, 3.357395e-03, 1.516449e+02, 6.923904e-05, 1.354874e+02, 9.912713e-06, 1.868409e+03, 3.100747e-04, 6.286420e+02
-4.570882e-01, 1.258925e+00, 6.400000e+02, 7.981935e-04, 8.124123e+01, 2.679553e-03, 1.514933e+02, 5.548760e-05, 1.357429e+02, 8.134668e-06, 1.569936e+03, 2.753044e-04, 6.796517e+02
-4.570882e-01, 2.089296e+00, 6.400000e+02, 6.164049e-04, 8.118788e+01, 2.070661e-03, 1.513673e+02, 4.304549e-05, 1.359408e+02, 6.464795e-06, 1.248872e+03, 2.377303e-04, 7.694300e+02
-4.570882e-01, 3.467369e+00, 6.400000e+02, 4.645519e-04, 8.115015e+01, 1.561312e-03, 1.512716e+02, 3.257643e-05, 1.360312e+02, 5.014036e-06, 9.997430e+02, 1.901916e-04, 9.053704e+02
-4.570882e-01, 5.754399e+00, 6.400000e+02, 3.439814e-04, 8.112418e+01, 1.156367e-03, 1.512336e+02, 2.421250e-05, 1.360149e+02, 3.892588e-06, 2.096669e+03, 9.780403e-05, 6.073010e+02
-4.570882e-01, 9.549926e+00, 6.400000e+02, 2.517205e-04, 8.110551e+01, 8.464494e-04, 1.511729e+02, 1.779005e-05, 1.357587e+02, 2.922080e-06, 1.705007e+03, 8.309567e-05, 6.352375e+02
-4.570882e-01, 1.584893e+01, 6.400000e+02, 1.827256e-04, 8.108864e+01, 6.146040e-04, 1.511148e+02, 1.297151e-05, 1.352684e+02, 2.182808e-06, 1.429772e+03, 6.784864e-05, 6.573133e+02
-4.570882e-01, 2.630268e+01, 6.400000e+02, 1.319403e-04, 8.106923e+01, 4.439176e-04, 1.510490e+02, 9.416157e-06, 1.344854e+02, 1.629877e-06, 1.226276e+03, 5.406876e-05, 6.686584e+02
-4.570882e-01, 4.365158e+01, 6.400000e+02, 9.494697e-05, 8.104335e+01, 3.195749e-04, 1.509653e+02, 6.821736e-06, 1.333314e+02, 1.221762e-06, 1.065604e+03, 4.265896e-05, 6.650184e+02
-4.570882e-01, 7.244360e+01, 6.400000e+02, 6.818495e-05, 8.100702e+01, 2.296192e-04, 1.508524e+02, 4.942385e-06, 1.317045e+02, 9.233159e-07, 9.284170e+02, 3.374057e-05, 6.442493e+02
-4.570882e-01, 1.202264e+02, 6.400000e+02, 4.891242e-05, 8.095569e+01, 1.648375e-04, 1.506970e+02, 3.587632e-06, 1.294797e+02, 7.064185e-07, 8.030628e+02, 2.701304e-05, 6.068350e+02
-2.754229e-01, -1.202264e+02, 6.400000e+02, 4.904491e-05, 8.094606e+01, 1.653531e-04, 1.505856e+02, 3.597160e-06, 1.294526e+02, 7.115178e-07, 1.070895e+03, 2.405515e-05, 5.104836e+02
-2.754229e-01, -7.244360e+01, 6.400000e+02, 6.844638e-05, 8.099237e+01, 2.305660e-04, 1.507874e+02, 4.961131e-06, 1.316995e+02, 9.171344e-07, 3.889076e+02, 2.363227e-06, 1.673426e+04
-2.754229e-01, -4.365158e+01, 6.400000e+02, 9.553792e-05, 8.101881e+01, 3.216934e-04, 1.508805e+02, 6.863428e-06, 1.333353e+02, 1.214046e-06, 4.179492e+02, 2.718262e-06, 1.980230e+04
-2.754229e-01, -2.630268e+01, 6.400000e+02, 1.332817e-04, 8.102832e+01, 4.486957e-04, 1.509320e+02, 9.509761e-06, 1.345026e+02, 1.621326e-06, 4.405138e+02, 2.910985e-06, 2.405474e+04
-2.754229e-01, -1.584893e+01, 6.400000e+02, 1.857695e-04, 8.102078e+01, 6.254031e-04, 1.509455e+02, 1.318221e-05, 1.353053e+02, 2.176148e-06, 4.569283e+02, 2.723759e-06, 2.930757e+04
-2.754229e-01, -9.549926e+00, 6.400000e+02, 2.585963e-04, 8.099350e+01, 8.707856e-04, 1.509189e+02, 1.826284e-05, 1.358256e+02, 2.924964e-06, 4.681433e+02, 2.019872e-06, 2.031536e+04
-2.754229e-01, -5.754399e+00, 6.400000e+02, 3.593759e-04, 8.094053e+01, 1.210786e-03, 1.508425e+02, 2.526556e-05, 1.361277e+02, 3.923890e-06, 4.788324e+02, 5.263392e-06, 3.182299e+04
-2.754229e-01, -3.467369e+00, 6.400000e+02, 4.984086e-04, 8.085065e+01, 1.680797e-03, 1.506957e+02, 3.486916e-05, 1.362636e+02, 5.239812e-06, 5.395614e+02, 8.101128e-05, 4.169212e+03
-2.754229e-01, -2.089296e+00, 6.400000e+02, 6.894427e-04, 8.070474e+01, 2.328596e-03, 1.504572e+02, 4.794680e-05, 1.363097e+02, 6.936114e-06, 5.933200e+02, 1.729208e-04, 2.497541e+03
-2.754229e-01, -1.258925e+00, 6.400000e+02, 9.506299e-04, 8.047160e+01, 3.218903e-03, 1.500515e+02, 6.560493e-05, 1.363376e+02, 9.136603e-06, 1.175033e+03, 3.738677e-04, 8.056168e+02
-2.754229e-01, -7.585776e-01, 6.400000e+02, 1.303545e-03, 8.009948e+01, 4.431729e-03, 1.494117e+02, 8.897436e-05, 1.365508e+02, 1.188483e-05, 2.027365e+03, 3.804500e-04, 6.179684e+02
-2.754229e-01, -4.570882e-01, 6.400000e+02, 1.763651e-03, 7.952420e+01, 6.033463e-03, 1.484347e+02, 1.183828e-04, 1.372966e+02, 1.502347e-05, 2.271805e+03, 4.750003e-04, 5.887445e+02
-2.754229e-01, -2.754229e-01, 6.400000e+02, 2.283423e-03, 7.882420e+01, 7.872034e-03, 1.472337e+02, 1.496445e-04, 1.388781e+02, 1.867032e-05, 4.198767e+03, 3.651954e-04, 5.203532e+02
-2.754229e-01, -1.659587e-01, 6.400000e+02, 2.574271e-03, 7.896122e+01, 8.858710e-03, 1.475703e+02, 1.665868e-04, 1.391488e+02, 2.027776e-05, 2.200910e+03, 7.154752e-04, 5.751287e+02
-2.754229e-01, -1.000000e-01, 6.400000e+02, 2.495804e-03, 7.990153e+01, 8.496357e-03, 1.493536e+02, 1.631983e-04, 1.371671e+02, 2.031021e-05, 2.309726e+03, 6.742979e-04, 5.446177e+02
-2.754229e-01, 1.000000e-01, 6.400000e+02, 1.890120e-03, 8.095631e+01, 6.361941e-03, 1.511494e+02, 1.272116e-04, 1.354756e+02, 1.662240e-05, 2.829991e+03, 4.305525e-04, 5.350034e+02
-2.754229e-01, 1.659587e-01, 6.400000e+02, 1.737364e-03, 8.101810e+01, 5.844358e-03, 1.512292e+02, 1.175387e-04, 1.354075e+02, 1.546728e-05, 2.258277e+03, 4.741318e-04, 5.680716e+02
-2.754229e-01, 2.754229e-01, 6.400000e+02, 1.536974e-03, 8.106206e+01, 5.167992e-03, 1.512906e+02, 1.046343e-04, 1.354257e+02, 1.418721e-05, 3.099612e+03, 3.223562e-04, 5.391165e+02
-2.754229e-01, 4.570882e-01, 6.400000e+02, 1.302914e-03, 8.108358e+01, 4.380664e-03, 1.512741e+02, 8.931411e-05, 1.354850e+02, 1.218842e-05, 1.570892e+03, 4.534003e-04, 6.610303e+02
-2.754229e-01, 7.585776e-01, 6.400000e+02, 1.058702e-03, 8.108670e+01, 3.559503e-03, 1.512695e+02, 7.303592e-05, 1.357002e+02, 1.043403e-05, 2.791864e+03, 2.410252e-04, 5.665982e+02
-2.754229e-01, 1.258925e+00, 6.400000e+02, 8.299775e-04, 8.108430e+01, 2.790885e-03, 1.512259e+02, 5.759875e-05, 1.358887e+02, 8.416744e-06, 2.061604e+03, 2.389037e-04, 6.174476e+02
-2.754229e-01, 2.089296e+00, 6.400000e+02, 6.326076e-04, 8.108198e+01, 2.127484e-03, 1.511855e+02, 4.413070e-05, 1.360400e+02, 6.605556e-06, 1.474728e+03, 2.253295e-04, 7.048495e+02
-2.754229e-01, 3.467369e+00, 6.400000e+02, 4.723675e-04, 8.108128e+01, 1.588746e-03, 1.511527e+02, 3.310318e-05, 1.360986e+02, 5.081160e-06, 1.096344e+03, 1.900459e-04, 8.405786e+02
-2.754229e-01, 5.754399e+00, 6.400000e+02, 3.476053e-04, 8.108061e+01, 1.169087e-03, 1.511599e+02, 2.445780e-05, 1.360623e+02, 3.932322e-06, 2.273043e+03, 9.294974e-05, 5.947818e+02
-2.754229e-01, 9.549926e+00, 6.400000e+02, 2.533604e-04, 8.107844e+01, 8.522077e-04, 1.511268e+02, 1.790143e-05, 1.357909e+02, 2.939389e-06, 1.788547e+03, 8.099740e-05, 6.250793e+02
-2.754229e-01, 1.584893e+01, 6.400000e+02, 1.834550e-04, 8.107204e+01, 6.171659e-04, 1.510866e+02, 1.302118e-05, 1.352907e+02, 2.190331e-06, 1.470301e+03, 6.702467e-05, 6.496736e+02
-2.754229e-01, 2.630268e+01, 6.400000e+02, 1.322611e-04, 8.105915e+01, 4.450443e-04, 1.510319e+02, 9.438038e-06, 1.345010e+02, 1.633138e-06, 1.246377e+03, 5.376714e-05, 6.633003e+02
-2.754229e-01, 4.365158e+01, 6.400000e+02, 9.508697e-05, 8.103727e+01, 3.200667e-04, 1.509550e+02, 6.831298e-06, 1.333424e+02, 1.223172e-06, 1.075759e+03, 4.255335e-05, 6.614887e+02
-2.754229e-01, 7.244360e+01, 6.400000e+02, 6.824575e-05, 8.100337e+01, 2.298328e-04, 1.508462e+02, 4.946541e-06, 1.317125e+02, 9.239244e-07, 9.335978e+02, 3.370463e-05, 6.420487e+02
-2.754229e-01, 1.202264e+02, 6.400000e+02, 4.893873e-05, 8.095352e+01, 1.649300e-04, 1.506934e+02, 3.589431e-06, 1.294855e+02, 7.066808e-07, 8.057064e+02, 2.700121e-05, 6.055255e+02
-1.659587e-01, -1.202264e+02, 6.400000e+02, 4.902385e-05, 8.094774e+01, 1.652689e-04, 1.506071e+02, 3.595809e-06, 1.294512e+02, 7.057459e-07, 6.563047e+02, 2.755420e-05, 7.304523e+02
-1.659587e-01, -7.244360e+01, 6.400000e+02, 6.840944e-05, 8.099459e+01, 2.304361e-04, 1.507913e+02, 4.958606e-06, 1.316947e+02, 9.168166e-07, 3.888329e+02, 2.356797e-06, 1.675746e+04
-1.659587e-01, -4.365158e+01, 6.400000e+02, 9.545244e-05, 8.102252e+01, 3.213927e-04, 1.508870e+02, 6.857591e-06, 1.333287e+02, 1.213317e-06, 4.178131e+02, 2.695613e-06, 1.989318e+04
-1.659587e-01, -2.630268e+01, 6.400000e+02, 1.330843e-04, 8.103454e+01, 4.480011e-04, 1.509430e+02, 9.496299e-06, 1.344932e+02, 1.619663e-06, 4.403213e+02, 2.871375e-06, 2.420225e+04
-1.659587e-01, -1.584893e+01, 6.400000e+02, 1.853148e-04, 8.103118e+01, 6.238023e-04, 1.509638e+02, 1.315126e-05, 1.352919e+02, 2.172390e-06, 4.566767e+02, 2.665835e-06, 2.938343e+04
-1.659587e-01, -9.549926e+00, 6.400000e+02, 2.575524e-04, 8.101088e+01, 8.671074e-04, 1.509496e+02, 1.819200e-05, 1.358058e+02, 2.916561e-06, 4.678558e+02, 1.974248e-06, 1.905317e+04
-1.659587e-01, -5.754399e+00, 6.400000e+02, 3.569894e-04, 8.096963e+01, 1.202367e-03, 1.508940e+02, 2.510426e-05, 1.360979e+02, 3.905363e-06, 4.787060e+02, 5.491786e-06, 3.124087e+04
-1.659587e-01, -3.467369e+00, 6.400000e+02, 4.929817e-04, 8.089962e+01, 1.661612e-03, 1.507827e+02, 3.450457e-05, 1.362170e+02, 5.199484e-06, 5.377135e+02, 7.882335e-05, 4.246120e+03
-1.659587e-01, -2.089296e+00, 6.400000e+02, 6.771973e-04, 8.078783e+01, 2.285165e-03, 1.506051e+02, 4.713175e-05, 1.362327e+02, 6.849809e-06, 5.831923e+02, 1.609145e-04, 2.675508e+03
-1.659587e-01, -1.258925e+00, 6.400000e+02, 9.233253e-04, 8.061442e+01, 3.121550e-03, 1.503074e+02, 6.381261e-05, 1.362007e+02, 8.946441e-06, 1.062430e+03, 3.733018e-04, 8.663242e+02
-1.659587e-01, -7.585776e-01, 6.400000e+02, 1.244136e-03, 8.034822e+01, 4.218130e-03, 1.498597e+02, 8.516397e-05, 1.362775e+02, 1.146793e-05, 1.595877e+03, 4.256729e-04, 6.717947e+02
-1.659587e-01, -4.570882e-01, 6.400000e+02, 1.642777e-03, 7.995183e+01, 5.593612e-03, 1.491843e+02, 1.109602e-04, 1.366671e+02, 1.444032e-05, 2.768107e+03, 3.780504e-04, 5.607541e+02
-1.659587e-01, -2.754229e-01, 6.400000e+02, 2.085107e-03, 7.941944e+01, 7.140782e-03, 1.482862e+02, 1.383002e-04, 1.376491e+02, 1.741790e-05, 3.411604e+03, 4.024511e-04, 5.322308e+02
-1.659587e-01, -1.659587e-01, 6.400000e+02, 2.450194e-03, 7.894736e+01, 8.434427e-03, 1.474905e+02, 1.595668e-04, 1.389186e+02, 1.988892e-05, 4.306048e+03, 3.834814e-04, 5.127301e+02
-1.659587e-01, -1.000000e-01, 6.400000e+02, 2.581028e-03, 7.901326e+01, 8.875916e-03, 1.476912e+02, 1.671446e-04, 1.390537e+02, 2.000716e-05, 5.856322e+02, 7.647299e-04, 2.040604e+03
-1.659587e-01, 1.000000e-01, 6.400000e+02, 2.058095e-03, 8.049423e+01, 6.961693e-03, 1.503560e+02, 1.374566e-04, 1.360983e+02, 1.785043e-05, 4.066195e+03, 3.402267e-04, 5.051998e+02
